time/other,Port1,Port2,Port3,Port4,Port5,Port6,Port7,Port8,Port9,Port10,Port11,Port12,Port13,Port14,Port15,Port16,Port17,Port18,Port19,Port20,Port21,Port22,Port23,Port24,Port25,Port26,Port27,Port28,Port29,Port30,Port31,Port32,Port33,Port34,Port35,Port36,Port37,Port38,Port39,Port40,Port41,Port42,Port43,Port44,Port45,Port46,Port47,Port48,Port49,Port50,Port51,Port52,Port53,Port54,Port55,Port56,Port57,Port58,Port59,Port60,Port61,Port62,Port63,Port64
0.002,-12.5494,-152.6403,-6.1946,-5.9595,-4.1841,-5.7957,-6.6895,-6.2732,-7.6694,-5.9886,-2.8805,-2.2203,-36.4337,-35.5413,-35.746,-37.454,-38.0031,-33.1049,-31.1119,-23.63,-25.5553,-25.4445,-16.7577,-4.3862,-2.356,-8.4756,-3.2253,-7.0846,-2.8966,-2.898,-10.6222,16.616,-6.1728,-1.4285,-2.488,-6.6181,-2.5222,-4.8604,-2.4399,-6.357,-3.3342,-2.8896,-4.5261,-9.9781,-2.9655,-2.509,-2.2338,-4.1573,-0.4777,0.65558,-4.5802,-5.4706,-2.1268,-5.0899,-6.7821,-3.1148,-0.99501,-1.7916,-0.38024,-2.956,-4.2268,-1.0176,-2.6404,-3.0823
0.004,-12.7159,-152.4615,-4.4054,-5.186,-4.6879,-4.8142,-5.1285,-5.0826,-7.69,-5.4705,-2.0776,-1.5098,-36.8238,-34.6817,-35.06,-37.0417,-38.6357,-33.1107,-31.0225,-23.8731,-26.5199,-22.8848,-17.4211,-5.0883,-3.289,-8.5215,-3.1577,-7.2565,-3.1893,-3.5769,-11.4206,16.5124,-7.2131,-0.51242,-2.2459,-7.2034,-3.0525,-5.1606,-2.8707,-7.4023,-4.6423,-4.1014,-4.0323,-10.3453,-3.635,-3.4007,-2.9239,-4.7094,-0.04378,0.76212,-4.4572,-5.612,-1.7638,-4.4126,-8.0955,-4.1125,-1.0778,-1.8953,-0.83255,-3.0294,-4.552,-0.92381,-2.6313,-3.3431
0.006,-11.1038,-151.4448,-3.1392,-4.366,-3.2485,-2.2684,-4.0287,-3.9209,-5.7677,-3.1542,-0.47034,-0.15432,-34.4019,-32.5238,-33.6256,-35.5377,-38.3774,-31.0018,-29.7883,-22.5165,-25.2561,-25.334,-16.1237,-5.187,-3.2058,-8.6203,-4.0724,-7.3272,-2.614,-4.2311,-11.7612,16.0198,-7.8607,0.16824,-1.7038,-7.146,-3.0033,-5.5447,-2.9108,-6.2613,-5.9389,-4.8293,-3.2471,-10.9268,-3.9889,-3.0241,-3.6476,-4.0245,-0.11305,1.2807,-4.3451,-5.6439,-1.6832,-4.5747,-8.1895,-5.1852,-1.1402,-1.8272,-0.65163,-2.6935,-5.6118,-0.44861,-3.4631,-3.7378
0.008,-10.3359,-151.7824,-3.4107,-3.8727,-2.4677,-2.19,-3.5648,-4.2505,-5.7308,-1.6942,-0.76937,0.45257,-33.3208,-32.5715,-33.4095,-35.5518,-38.0664,-29.8804,-29.354,-21.7988,-24.9245,-25.0305,-14.9905,-5.0666,-2.97,-7.9249,-3.923,-7.8144,-1.8883,-3.889,-11.1418,15.8594,-7.4167,-0.79834,-1.8842,-6.4294,-2.3536,-5.6036,-2.9278,-5.6508,-5.3145,-4.3087,-2.7005,-10.4404,-3.712,-2.4204,-2.9075,-3.7839,0.0034161,0.45555,-4.2117,-5.0921,-1.6307,-4.7616,-6.9514,-5.3062,-0.9777,-2.1855,-0.8192,-3.1475,-5.2565,-0.45003,-3.8691,-3.538
0.01,-10.1142,-153.0544,-4.4995,-4.2152,-2.762,-3.7294,-3.7605,-5.0444,-6.3841,-2.3298,-1.1175,-0.22551,-33.5529,-32.7702,-33.7672,-35.9092,-37.6974,-30.979,-29.1328,-22.4415,-24.4447,-25.1087,-14.2145,-4.4559,-3.3757,-8.4599,-4.0845,-7.6004,-2.0938,-3.4546,-10.8271,16.0129,-7.5792,-1.2508,-2.0203,-6.2908,-2.9047,-5.5301,-1.9167,-5.1721,-5.8013,-3.5384,-3.3949,-9.3859,-3.2249,-3.0348,-2.2643,-4.0562,0.70148,-0.61284,-4.9729,-5.2897,-1.3921,-5.368,-5.9675,-4.4142,-1.141,-1.7102,-0.19408,-2.7133,-5.0352,-0.34708,-2.8167,-2.959
0.012,-10.185,-153.2859,-5.3091,-5.3264,-3.1013,-3.9888,-5.2187,-5.6452,-6.167,-3.4653,-1.3123,-1.1616,-34.6401,-32.5261,-33.3572,-36.3993,-37.3932,-31.6538,-29.3346,-22.0689,-24.7243,-28.1039,-13.4944,-4.2622,-2.9024,-8.9671,-4.0653,-6.9162,-2.9917,-4.048,-11.0062,17.0618,-7.0485,-1.471,-2.2625,-5.9372,-2.8196,-5.0645,-1.5133,-5.6819,-5.8458,-2.6972,-3.8862,-9.3768,-3.7429,-3.0472,-2.4451,-3.9211,1.0653,-0.47836,-5.7663,-4.8273,-1.6394,-5.8328,-6.2449,-4.1536,-0.85282,-1.4555,-0.46105,-1.8296,-5.2895,-0.53815,-2.1893,-3.0037
0.014,-10.7459,-152.6171,-5.5671,-5.9483,-3.7632,-4.0123,-5.624,-5.9483,-6.8253,-4.3651,-2.1773,-1.4346,-35.787,-34.3227,-33.8879,-36.9922,-37.6748,-31.7627,-30.0869,-22.4699,-26.1717,-26.352,-13.7677,-4.7612,-2.8484,-8.6786,-3.5994,-6.6073,-3.0164,-3.4419,-10.9871,17.2091,-7.2117,-1.4918,-2.2918,-6.2884,-1.9537,-5.0581,-1.6217,-5.8734,-4.737,-3.989,-4.6227,-9.682,-4.8298,-2.8786,-2.4584,-3.8554,-0.24551,-0.44281,-5.2806,-4.4912,-2.0595,-5.3991,-7.0818,-4.3843,-0.80695,-1.8768,-0.79988,-2.178,-4.866,-0.223,-2.5975,-4.0227
0.016,-11.5084,-151.9795,-5.5496,-4.8491,-3.7555,-4.7841,-5.0942,-5.5314,-6.7841,-3.8517,-1.3376,-0.8063,-35.2754,-35.0595,-34.6055,-36.2147,-38.9414,-31.2564,-29.5357,-22.8498,-25.8768,-26.4237,-12.6596,-4.9636,-3.0822,-8.3189,-3.5027,-7.1089,-2.2275,-3.8815,-10.1047,16.56,-7.3539,-0.54529,-1.6856,-6.8833,-2.8975,-4.9839,-2.0606,-6.3187,-4.4463,-5.5222,-4.2974,-9.9102,-4.2848,-3.185,-3.6195,-3.9152,-0.16026,-0.39257,-4.9546,-5.3535,-2.698,-5.0148,-8.0414,-4.3851,-1.1853,-1.933,-0.24601,-2.8468,-5.3358,-0.76446,-3.8312,-3.9682
0.018,-11.0097,-152.5605,-5.26,-4.1696,-3.9071,-4.4125,-5.3729,-5.6226,-5.8663,-2.6829,-0.24873,-0.53019,-34.5401,-33.2527,-33.7956,-35.9532,-39.4203,-31.3823,-29.2877,-22.9219,-24.3276,-28.8256,-13.3187,-4.9708,-3.4595,-9.2191,-3.3149,-7.7909,-2.3532,-4.8777,-10.2521,16.4978,-6.7049,0.22587,-1.0596,-6.5146,-3.3046,-5.2034,-2.0686,-6.5573,-4.56,-3.9123,-3.3776,-9.7068,-3.8104,-2.7955,-3.977,-3.3432,1.2199,0.39699,-4.5047,-5.2813,-2.3842,-4.2505,-7.594,-5.4022,-0.64069,-1.9856,-0.013151,-2.8959,-5.3176,-1.6112,-3.3626,-3.3006
0.02,-10.7109,-153.479,-5.4254,-4.5585,-3.8969,-3.9624,-5.8065,-5.593,-6.8366,-3.1106,-0.67202,-0.95748,-34.6722,-32.7795,-33.4841,-35.716,-38.5204,-31.9378,-30.1279,-23.0754,-24.4424,-26.4209,-14.0983,-5.657,-3.7018,-9.6993,-3.6826,-7.7124,-2.8137,-3.6655,-10.3856,16.6122,-7.2167,-0.58932,-1.9451,-5.9747,-2.4275,-5.2332,-1.9552,-5.9788,-5.0814,-2.6439,-3.6996,-10.1186,-3.7367,-2.7038,-2.9443,-3.9197,0.78979,0.41158,-5.1612,-5.1143,-2.191,-4.5603,-6.8123,-4.8416,-0.38263,-2.1551,-0.058408,-3.2223,-4.4144,-0.83566,-2.3488,-3.4926
