time/other,Port1,Port2,Port3,Port4,Port5,Port6,Port7,Port8,Port9,Port10,Port11,Port12,Port13,Port14,Port15,Port16,Port17,Port18,Port19,Port20,Port21,Port22,Port23,Port24,Port25,Port26,Port27,Port28,Port29,Port30,Port31,Port32,Port33,Port34,Port35,Port36,Port37,Port38,Port39,Port40,Port41,Port42,Port43,Port44,Port45,Port46,Port47,Port48,Port49,Port50,Port51,Port52,Port53,Port54,Port55,Port56,Port57,Port58,Port59,Port60,Port61,Port62,Port63,Port64
0.002,-54.4348,-57.3346,-78.5927,-86.4064,-90.6264,-116.4793,-153.6203,-182.9008,-191.1937,-239.087,-379.0566,-391.9517,10.4313,-19.4025,-47.6126,-77.7959,13.9012,-118.7007,-126.9054,-117.4433,-112.4765,-104.4094,-91.5555,-4.7878,-3.1237,-8.4177,-3.807,-6.5419,-1.2975,-2.7858,-39.08,133.9002,-6.3696,-0.60211,-1.9477,-5.2185,-2.4445,-4.5894,-1.1671,-4.5063,-4.2799,-3.8465,-4.671,-9.2312,-4.224,-1.9229,-2.2975,-4.0017,-0.77357,0.11209,-5.1115,-4.8948,-2.7584,-3.7395,-6.3943,-2.9886,-1.54,-1.9379,-0.77954,-2.1191,-4.7657,-1.3779,-2.5894,-2.4309
0.004,-56.7331,-57.8761,-74.7205,-84.4908,-92.2414,-116.9601,-150.6809,-184.6707,-193.8156,-228.3129,-381.4932,-394.8616,8.6178,-17.6487,-46.7991,-78.0925,12.296,-117.7061,-125.0866,-117.3201,-114.8798,-104.533,-92.6963,-5.2741,-3.6726,-8.2862,-3.1429,-7.1498,-2.5835,-2.7196,-39.4606,134.2934,-6.0687,-0.65671,-2.4433,-6.8603,-2.4996,-4.4026,-1.547,-5.6835,-3.874,-3.7446,-3.8736,-9.4781,-4.2774,-2.7877,-3.0883,-4.0276,0.10655,0.43993,-4.9577,-5.4616,-3.0716,-4.1235,-6.9868,-3.2768,-1.1336,-2.079,-0.052243,-3.1354,-4.6557,-0.66961,-2.5542,-3.2153
0.006,-58.0954,-58.0395,-72.1526,-84.8869,-91.2578,-118.3428,-149.0007,-183.4752,-196.0537,-212.9858,-382.6632,-395.8733,9.8199,-16.7342,-46.9258,-78.5106,12.0929,-116.6511,-125.4085,-118.1105,-115.3304,-103.9376,-94.2016,-5.0688,-3.0502,-8.5068,-3.2578,-7.0846,-1.9146,-3.2893,-39.1377,133.1525,-5.9549,-1.3903,-2.2392,-6.794,-2.6336,-5.3228,-1.6107,-5.3381,-4.1204,-3.0295,-3.3582,-8.1508,-4.213,-2.9993,-2.2803,-3.3903,0.56341,0.18195,-4.1656,-5.1883,-2.0396,-3.9799,-6.0818,-3.1861,-0.46893,-1.5264,0.47034,-2.6677,-4.5549,-0.91937,-1.7628,-3.748
0.008,-55.7971,-57.8577,-70.4737,-82.3655,-90.6193,-115.4437,-146.0014,-176.616,-190.3059,-205.049,-377.7748,-391.5714,10.0519,-15.6163,-43.6054,-73.9422,10.3865,-115.1957,-122.9741,-116.3714,-113.2634,-102.1267,-93.9049,-4.6567,-2.4771,-8.9468,-3.7685,-7.4705,-2.2243,-3.9402,-39.2733,133.1032,-6.168,-1.0311,-1.7714,-6.7037,-2.4676,-5.5969,-1.4566,-4.6982,-5.1233,-2.4323,-3.1858,-9.0584,-3.393,-2.3336,-1.5563,-3.1483,0.066819,0.73983,-3.4323,-4.8281,-1.3623,-3.8245,-6.2596,-3.5642,-0.97955,-1.7752,-0.12668,-2.3993,-4.6423,-1.4833,-1.9361,-3.7046
0.01,-50.6977,-57.4588,-68.2653,-80.0818,-87.8033,-110.8566,-140.1259,-175.8028,-183.4981,-215.0909,-371.8358,-387.718,14.9822,-10.5599,-38.6627,-71.6355,11.0924,-110.9184,-118.6366,-112.7738,-107.6418,-98.3636,-89.4213,-3.7007,-3.647,-8.8628,-4.8391,-6.9414,-2.1106,-4.105,-39.0022,133.2319,-6.8155,-0.45021,-2.0526,-6.4984,-1.8109,-5.0285,-1.2913,-3.9912,-5.1009,-2.9443,-3.6482,-8.5514,-2.8151,-1.8333,-2.0093,-3.548,0.21809,0.26517,-3.6397,-5.1576,-1.8081,-3.189,-6.3592,-4.4424,-1.2424,-1.1068,-0.37829,-2.1286,-4.2376,-0.88187,-1.7621,-3.3597
0.012,-51.8047,-58.0195,-71.7763,-82.9584,-88.3858,-112.6753,-144.6078,-178.7307,-186.5848,-234.1365,-374.8237,-390.5313,15.2787,-14.2103,-42.0904,-74.9046,13.6762,-113.872,-123.0996,-114.7892,-108.5067,-101.1364,-90.0076,-3.7772,-3.3511,-8.7169,-4.8276,-6.2884,-1.5001,-3.0327,-39.1622,133.4716,-6.4848,-0.37151,-2.4703,-5.3942,-1.7495,-4.8312,-1.7478,-4.5655,-4.3213,-2.7338,-3.8554,-7.2664,-2.5596,-1.3213,-3.7856,-3.3747,0.28379,0.24843,-4.014,-5.246,-1.8489,-4.0689,-6.3114,-4.2805,-0.9954,-1.0043,-1.0579,-2.4801,-4.9597,-0.95828,-1.8798,-3.3775
0.014,-54.0249,-57.7055,-73.9656,-83.3473,-90.4327,-114.7744,-148.6495,-177.6889,-191.2086,-233.1641,-374.3895,-391.6832,11.1072,-17.9031,-44.7465,-75.4513,13.7563,-117.0383,-125.1859,-114.9219,-112.2834,-103.8355,-90.977,-4.5395,-2.3751,-9.028,-3.6108,-6.7588,-2.1988,-3.0763,-39.3481,133.837,-6.2812,-0.43736,-2.3933,-5.0658,-2.0814,-4.8473,-2.8897,-5.578,-4.7397,-1.7397,-3.4534,-7.6479,-3.1398,-1.9422,-4.6917,-3.0357,0.68413,0.54195,-4.4701,-5.0722,-2.213,-5.0242,-6.5849,-3.8887,-0.7114,-1.4447,-1.375,-3.0104,-5.382,-1.4592,-2.8022,-3.4478
0.016,-54.1584,-57.3675,-76.2835,-85.7222,-90.8884,-116.8434,-149.3572,-178.6168,-195.1789,-219.7233,-374.2716,-392.1276,10.8407,-17.3324,-45.2378,-77.392,12.7656,-116.8705,-125.6259,-115.188,-112.4491,-103.2119,-92.522,-4.6734,-3.1529,-8.977,-3.7535,-7.245,-2.4348,-3.3592,-38.8097,134.4375,-6.0665,0.31223,-2.1622,-5.8313,-2.1795,-3.5825,-3.0591,-5.7131,-5.3953,-2.4172,-3.9773,-8.371,-3.6589,-2.79,-3.1016,-3.5317,0.57947,1.269,-4.8129,-4.9282,-2.4406,-4.5345,-5.9303,-4.5841,0.13009,-0.70423,-0.48473,-3.2612,-5.057,-0.58613,-2.1581,-2.8519
0.018,-54.8813,-57.8553,-74.4911,-84.5516,-94.2786,-117.3513,-148.4947,-179.3682,-197.6659,-223.3823,-379.2664,-391.3425,9.8168,-17.8395,-46.1602,-77.0267,11.4186,-117.3299,-125.2696,-116.5202,-114.8914,-103.299,-93.2012,-4.7244,-2.7366,-9.0157,-4.0815,-8.097,-2.3671,-3.7776,-39.0563,133.4554,-6.553,0.51555,-1.8707,-5.9687,-2.8434,-3.6415,-2.4606,-5.0189,-5.7012,-3.1197,-4.5782,-8.957,-3.9701,-2.7591,-2.4985,-3.6375,0.13482,1.4808,-4.3281,-5.0944,-2.3472,-4.823,-6.1017,-4.6172,-0.33825,-0.96344,0.39663,-2.1772,-5.406,-0.94767,-1.5464,-2.586
0.02,-53.9351,-57.9306,-72.4066,-82.1046,-92.4982,-115.879,-145.413,-180.2149,-194.9484,-230.6504,-377.179,-390.5614,10.8607,-15.4538,-44.3726,-75.7519,10.687,-115.8612,-123.7981,-115.9427,-113.8818,-102.935,-92.7072,-4.1995,-2.5077,-8.6939,-3.7349,-7.1168,-2.1929,-4.1644,-38.9148,134.9925,-6.3239,0.50106,-2.0105,-5.6363,-3.4084,-4.4437,-2.3598,-5.969,-3.9046,-2.5717,-3.9209,-8.7708,-3.4225,-1.7608,-2.8127,-3.0513,-0.12417,0.8062,-4.3002,-5.6451,-2.7286,-4.4681,-6.746,-4.2052,-0.30198,-0.88769,0.21724,-2.1169,-5.1853,-0.77009,-2.3131,-2.7765
