time/other,Port1,Port2,Port3,Port4,Port5,Port6,Port7,Port8,Port9,Port10,Port11,Port12,Port13,Port14,Port15,Port16,Port17,Port18,Port19,Port20,Port21,Port22,Port23,Port24,Port25,Port26,Port27,Port28,Port29,Port30,Port31,Port32,Port33,Port34,Port35,Port36,Port37,Port38,Port39,Port40,Port41,Port42,Port43,Port44,Port45,Port46,Port47,Port48,Port49,Port50,Port51,Port52,Port53,Port54,Port55,Port56,Port57,Port58,Port59,Port60,Port61,Port62,Port63,Port64
0.002,-29.4528,-157.9104,-22.7926,-23.6897,-22.2242,-22.6503,-24.0922,-24.1225,-24.8196,-21.958,-20.9755,-23.2976,11.7849,9.0374,5.3526,-0.088546,-13.0985,-8.1957,-13.7783,-9.8506,-14.5209,-18.0606,-20.8524,-4.8967,-3.2756,-8.7851,-4.0307,-7.5006,-3.0633,-3.796,-9.9792,18.3013,-7.5667,-0.78555,-2.0181,-6.1182,-3.0334,-5.5005,-1.8098,-6.5525,-5.4074,-3.8348,-4.6601,-9.0906,-3.9576,-2.4236,-3.223,-4.0352,-0.74909,-0.38527,-4.7055,-5.2488,-2.5694,-4.204,-6.9566,-3.35,-0.95656,-2.0119,-0.19192,-2.4778,-5.1771,-0.64295,-2.4494,-3.9029
0.004,-28.134,-158.7208,-22.6059,-24.9358,-21.9606,-22.3763,-23.3323,-23.9629,-24.8068,-23.3909,-21.1578,-24.1032,11.673,8.9772,5.2841,0.060055,-12.959,-8.6018,-13.6866,-9.335,-14.7364,-17.7519,-20.3235,-4.4743,-3.3965,-8.6734,-4.5828,-6.7246,-2.4157,-3.4372,-10.5363,17.8567,-7.6708,-0.64135,-3.0198,-6.2225,-2.4637,-5.3367,-1.9553,-6.9437,-4.8972,-4.1498,-4.6419,-9.1916,-3.6726,-2.2479,-2.2256,-3.6763,-0.1808,-0.64952,-5.177,-5.8834,-2.5099,-4.519,-6.4779,-4.1725,-0.73521,-2.0468,-0.80045,-2.9929,-4.9451,-1.2483,-1.9559,-3.488
0.006,-27.4995,-159.3444,-24.8019,-26.4755,-22.7655,-23.7955,-25.0653,-25.7796,-25.4718,-25.0706,-22.4776,-26.0289,10.2704,7.6581,3.6938,-1.7711,-13.097,-9.8582,-15.6172,-10.3713,-14.899,-18.617,-21.6778,-4.7102,-2.7637,-8.4411,-3.7219,-6.7203,-1.7856,-3.0784,-11.0357,17.9059,-7.9287,-0.56923,-3.0237,-5.7373,-2.2648,-5.4093,-0.96452,-6.4639,-4.8147,-3.7322,-4.0057,-9.0865,-3.8147,-2.8597,-2.6343,-3.4378,0.24582,-0.52192,-4.858,-5.7336,-2.3204,-4.1082,-5.7105,-3.3137,-1.8209,-2.1697,-0.14517,-2.6921,-5.6635,-1.6406,-2.4775,-3.0845
0.008,-29.4045,-159.3515,-26.0911,-26.6023,-24.5653,-26.113,-27.3003,-26.447,-27.3201,-25.5993,-24.1168,-25.8725,8.6141,5.7155,2.8678,-3.3861,-13.7059,-10.2309,-16.6026,-11.3137,-16.5356,-20.0386,-22.7622,-5.1289,-2.923,-8.9642,-3.5588,-6.4169,-2.7254,-3.7494,-10.3925,17.7799,-7.8398,-1.7359,-1.7465,-6.0719,-2.9975,-4.9751,-1.6843,-6.2332,-4.5122,-3.2447,-4.0057,-9.0517,-3.5749,-2.486,-3.3944,-4.5285,0.56729,-0.17682,-5.1593,-5.6441,-2.1913,-3.9682,-6.6306,-2.8464,-1.6635,-2.575,1.0095,-2.7677,-5.3985,-1.4261,-3.2698,-3.493
0.01,-29.8841,-158.7392,-25.5814,-24.9948,-25.1567,-26.2838,-26.5601,-24.8381,-28.2768,-25.3572,-23.4795,-24.585,8.7958,5.7429,3.5898,-1.5392,-13.8943,-10.3244,-15.3324,-11.1776,-16.8487,-20.5232,-21.9757,-5.1036,-2.7303,-9.3366,-4.3794,-6.7053,-2.9579,-3.8958,-10.1269,17.7277,-7.8485,-1.6493,-2.5945,-6.8887,-3.6269,-5.0889,-1.7245,-6.3609,-4.3779,-3.1073,-4.732,-9.6279,-3.8457,-2.08,-3.6473,-4.1245,0.66328,0.9187,-4.9643,-4.7765,-3.3985,-4.5286,-7.2429,-3.1507,-1.1433,-2.0816,0.19916,-2.6606,-5.033,-1.3471,-2.3215,-4.6313
0.012,-28.8557,-158.114,-24.54,-23.4264,-23.5878,-24.2315,-23.8928,-22.5947,-26.2692,-22.2692,-21.0383,-22.7566,10.8169,8.4358,5.0144,0.56483,-13.5318,-9.2852,-13.659,-10.541,-15.5246,-18.8396,-20.3048,-5.2146,-3.2706,-8.9584,-3.3433,-7.7361,-2.9209,-3.7644,-10.7967,17.7538,-7.1036,-0.75915,-2.9802,-7.2663,-3.3358,-4.8201,-1.2927,-6.6906,-4.9219,-3.0631,-3.9974,-10.2363,-3.8631,-1.9475,-3.6927,-3.9673,0.094983,1.3434,-4.4811,-4.9214,-4.3575,-4.4271,-6.6187,-4.3614,-1.2238,-1.6067,-0.033853,-2.4463,-4.6696,-1.1524,-2.1162,-4.461
0.014,-27.8686,-158.7815,-23.1267,-23.3482,-21.4571,-21.9154,-22.1658,-21.0412,-23.724,-20.414,-19.4359,-22.3126,12.5437,10.5137,5.9228,0.829,-12.8935,-7.9482,-13.1014,-9.4712,-13.9923,-17.0339,-19.0452,-5.4316,-3.5465,-8.9742,-2.7854,-7.3928,-3.0313,-2.8953,-10.6808,17.6624,-6.777,-1.1469,-3.1378,-7.2409,-2.4438,-4.4544,-2.6775,-6.717,-4.5131,-3.3331,-3.9115,-9.882,-3.2638,-2.0099,-2.1715,-4.4753,-0.10613,1.1893,-4.6234,-6.0506,-2.6594,-4.2896,-6.1073,-4.9885,-1.1245,-1.1459,-0.27283,-2.5541,-5.0576,-1.0839,-1.9854,-3.9674
0.016,-27.5393,-159.239,-23.0467,-24.2872,-20.6617,-21.4699,-22.4533,-22.5199,-23.6986,-21.111,-19.3761,-23.5677,12.8763,10.6092,6.0646,0.7323,-12.7925,-7.2623,-13.9907,-8.7624,-13.0825,-17.0561,-19.0517,-4.5694,-2.4516,-9.227,-3.3433,-6.746,-2.4368,-2.9778,-10.402,17.8467,-6.9908,-1.4562,-2.9834,-7.0472,-2.5591,-5.2083,-3.4125,-7.0627,-3.8759,-4.0205,-4.3825,-9.969,-3.4559,-2.2156,-2.2756,-4.0647,-0.039093,0.65723,-4.8448,-6.1754,-2.1271,-4.6684,-5.8115,-4.568,-1.2012,-0.95918,-1.1255,-2.6906,-5.551,-2.0223,-1.6874,-3.9688
0.018,-28.9281,-158.3695,-25.4525,-26.8608,-22.0792,-23.1332,-24.231,-25.5982,-25.1545,-23.6108,-22.0402,-25.6332,11.2652,7.8638,4.0852,-1.5219,-12.7722,-8.7719,-15.5747,-9.8797,-13.9214,-18.4892,-20.5826,-3.9742,-2.2859,-9.4118,-3.7987,-7.3186,-2.2217,-3.5963,-10.8764,17.9481,-7.1166,-0.93463,-2.0553,-6.3413,-1.9242,-5.1664,-3.0184,-6.693,-4.143,-4.4156,-4.4717,-10.2223,-3.2582,-2.5515,-3.7553,-4.5794,-0.19984,-0.21791,-5.1542,-5.6622,-2.9013,-5.3334,-6.3904,-4.3049,-0.8632,-1.6674,-0.86795,-2.6459,-5.007,-2.3609,-2.7334,-3.1916
0.02,-31.069,-158.2218,-27.4301,-27.1169,-24.6186,-24.3655,-25.9917,-26.5676,-26.8088,-24.9928,-23.1355,-26.7034,9.3775,4.9127,2.2915,-2.5841,-12.7955,-10.9836,-16.0413,-10.836,-16.2174,-20.0738,-21.8773,-4.2718,-2.4366,-9.2628,-4.3423,-6.906,-2.8148,-3.8042,-10.9067,18.6998,-7.2213,-0.76151,-2.4512,-6.2034,-1.6108,-5.2149,-2.8391,-6.0272,-3.9797,-3.4606,-5.074,-10.4193,-3.8124,-3.0893,-3.919,-4.3535,0.12164,0.19212,-4.8499,-5.4777,-2.3416,-4.467,-6.6433,-5.045,-0.39262,-2.1579,-0.50805,-2.8653,-4.3765,-1.5559,-3.255,-3.9199
