time/other,Port1,Port2,Port3,Port4,Port5,Port6,Port7,Port8,Port9,Port10,Port11,Port12,Port13,Port14,Port15,Port16,Port17,Port18,Port19,Port20,Port21,Port22,Port23,Port24,Port25,Port26,Port27,Port28,Port29,Port30,Port31,Port32,Port33,Port34,Port35,Port36,Port37,Port38,Port39,Port40,Port41,Port42,Port43,Port44,Port45,Port46,Port47,Port48,Port49,Port50,Port51,Port52,Port53,Port54,Port55,Port56,Port57,Port58,Port59,Port60,Port61,Port62,Port63,Port64
0.002,-17.9977,-127.0946,-6.4447,-5.5543,1.8509,5.3589,6.9697,10.8894,15.7761,23.4613,34.6296,41.7046,-208.7119,-193.6372,-184.7926,-181.0779,-15.5827,-153.3714,-122.7352,-98.6982,-85.1016,-70.2633,-49.5849,-4.5346,-3.5204,-9.4592,-4.8112,-7.3753,-2.073,-4.4172,-30.7584,62.3813,-7.8384,-0.67665,-2.3475,-5.909,-2.1524,-4.7737,-2.1778,-6.1516,-5.2088,-3.7596,-4.5233,-9.0174,-3.8619,-2.4681,-1.5572,-3.9285,-0.11007,0.47599,-4.9423,-5.2222,-3.0216,-4.5958,-7.5622,-4.4664,-1.182,-2.6458,-0.42468,-2.4868,-4.8026,-0.70087,-2.8768,-2.9649
0.004,-20.7824,-127.2097,-7.3941,-6.5979,-1.3399,3.3266,5.689,10.2667,13.3128,21.497,33.9293,41.6673,-212.2781,-196.608,-185.204,-181.929,-16.0806,-155.1685,-124.1935,-99.3762,-88.3196,-71.2962,-50.9484,-4.2215,-3.2564,-10.0584,-4.6432,-8.3805,-2.684,-4.9565,-31.0301,62.6333,-7.5991,-0.82659,-2.3626,-6.6036,-2.9933,-5.5443,-2.9464,-5.8696,-5.1263,-3.9697,-4.2727,-9.5652,-3.5846,-2.6068,-2.405,-4.4627,0.60505,0.93452,-4.6745,-6.2237,-2.6204,-4.6541,-7.4179,-4.3905,-0.73439,-2.5146,-0.42837,-2.8135,-4.9757,-1.6428,-2.4358,-3.434
0.006,-22.0486,-127.0563,-7.5043,-6.3668,-2.1905,2.925,4.9658,9.3272,13.2829,20.8231,34.0806,42.2704,-212.614,-198.0169,-186.7226,-181.8536,-15.6951,-155.8237,-126.2627,-99.3412,-88.8821,-71.6757,-52.7251,-5.099,-2.5841,-8.8763,-3.7866,-7.0416,-2.4701,-4.1363,-30.9555,62.6657,-6.2971,-0.69267,-2.3491,-6.4074,-3.0268,-5.9869,-2.5246,-5.7203,-4.6874,-3.1774,-3.7749,-8.9585,-3.85,-2.0533,-3.5366,-4.3024,0.63706,0.79418,-4.1982,-5.1257,-3.2386,-5.7459,-7.3228,-3.4406,-0.51131,-1.8155,-0.38533,-2.3267,-5.3485,-1.0475,-2.4076,-4.1877
0.008,-21.3458,-127.6954,-4.8018,-3.4752,-1.6024,4.8758,8.0584,13.1297,14.4755,21.6146,36.2956,44.7565,-211.0065,-195.3162,-184.7926,-179.2781,-15.4899,-152.2515,-120.6146,-97.3912,-87.634,-68.8926,-51.7344,-5.5284,-2.8195,-8.4057,-3.7987,-6.4672,-2.4876,-3.4145,-30.6668,61.8771,-6.2986,-0.73921,-2.8453,-5.3811,-2.1571,-5.6419,-1.6055,-6.8776,-4.2146,-3.9572,-4.1702,-9.6233,-3.6465,-2.4141,-3.3924,-3.3424,-0.37844,0.6261,-4.8432,-4.9598,-3.3913,-5.5892,-6.2532,-2.5295,-0.39452,-1.9971,-0.29841,-2.2107,-5.0017,-1.1994,-2.0573,-3.8031
0.01,-18.2236,-127.5732,-4.392,-4.0302,1.4391,6.8699,9.1722,12.7942,16.8373,23.2857,36.6572,44.0195,-208.0105,-192.7045,-183.5877,-179.4667,-16.1063,-149.0197,-118.1246,-97.4948,-85.2406,-66.6307,-49.9642,-4.7678,-2.8374,-8.7552,-3.7873,-7.371,-2.9989,-2.8075,-31.1373,61.6727,-6.593,-0.56517,-1.7856,-6.2966,-1.9995,-5.541,-2.1069,-6.5142,-4.5356,-4.1031,-4.0148,-9.3141,-3.7944,-3.0656,-2.6707,-3.1621,-0.47908,0.26322,-5.2153,-5.9593,-2.5382,-4.4942,-6.1339,-3.7968,-0.81879,-1.298,0.014281,-2.7232,-4.4298,-1.4401,-2.1417,-3.7172
0.012,-19.7438,-126.5785,-7.8261,-5.9134,-0.60701,3.5447,5.4369,10.4032,14.2305,20.9351,33.6622,42.2514,-210.8721,-196.2482,-186.6771,-181.1392,-15.7177,-153.2868,-121.1337,-101.0792,-87.2496,-70.0498,-51.031,-4.8651,-2.9227,-8.0944,-3.8143,-8.1333,-2.852,-2.9811,-31.7134,61.9171,-6.8165,-0.6879,-0.99463,-6.2296,-2.08,-5.7493,-2.3629,-5.5821,-4.5488,-4.8161,-3.0421,-8.4016,-3.2541,-2.7071,-2.2828,-4.1723,0.14227,-0.58048,-4.8733,-5.436,-1.6185,-3.815,-6.8079,-3.8033,-0.88433,-1.1898,0.33365,-2.5183,-4.5001,-1.265,-2.9908,-3.8321
0.014,-20.4279,-126.5921,-6.0951,-3.4,-1.2479,4.0337,6.8991,12.802,13.3198,22.4458,35.1225,45.0141,-211.0034,-194.9181,-185.1424,-179.4204,-15.2417,-151.4837,-119.1205,-99.0059,-87.8903,-69.0493,-49.7486,-4.7104,-3.5012,-8.8004,-3.7545,-7.8718,-2.2505,-3.4618,-30.8367,63.4964,-6.6371,-0.9092,-1.3703,-5.5908,-2.5736,-6.3964,-3.1508,-5.5437,-4.2484,-3.9797,-2.9445,-8.782,-2.3906,-2.0156,-2.2922,-3.7186,0.50441,-0.22315,-5.0531,-4.6162,-1.9804,-3.3015,-6.8246,-3.5844,-0.43446,-1.5968,0.038014,-2.323,-4.7379,-1.9111,-2.7882,-3.8662
0.016,-17.9665,-126.6217,-6.0928,-4.6923,1.3941,5.4257,7.0713,10.4196,15.4415,23.1618,35.4695,43.3775,-208.1685,-193.7949,-183.9221,-181.2468,-15.0991,-150.9389,-120.2863,-97.2717,-86.0638,-68.7668,-50.4225,-5.0794,-3.5945,-9.0419,-3.4098,-7.113,-2.4258,-3.0802,-29.624,64.2773,-6.7788,-1.1402,-1.6073,-5.9856,-2.733,-5.3125,-3.2329,-5.2235,-4.3846,-3.2517,-3.497,-8.6212,-3.0515,-2.1574,-2.2122,-2.5621,0.16514,0.19274,-4.48,-4.4406,-3.7501,-3.7855,-6.5923,-4.0093,-0.075,-1.4374,-0.37788,-2.7658,-5.5772,-2.0036,-2.606,-3.1317
0.018,-19.6698,-126.4994,-6.9162,-5.1281,-0.73248,2.8538,5.1552,10.1348,13.3532,20.7706,33.6023,42.1848,-210.0851,-196.2716,-185.3558,-182.4454,-14.7068,-155.1097,-126.1165,-99.3339,-87.7984,-71.7353,-52.3487,-5.0773,-3.238,-8.2565,-3.5729,-7.9768,-2.7392,-3.6142,-29.8603,63.8092,-7.2591,-1.1225,-2.174,-6.082,-2.8269,-5.0992,-2.5706,-4.892,-5.1799,-3.5511,-3.7112,-8.6046,-3.6188,-3.0525,-2.4654,-2.899,-0.35023,0.039247,-4.7544,-5.4082,-3.9217,-4.6365,-7.0363,-4.3776,0.15709,-1.4455,-0.7329,-2.8113,-5.8122,-1.1181,-2.6053,-3.3382
0.02,-19.3106,-126.4683,-6.8179,-5.3048,-0.75627,2.9838,5.3769,10.5312,13.5237,20.9494,32.7293,41.611,-210.6958,-196.4035,-186.4606,-182.4021,-14.5213,-154.8266,-126.3276,-101.0034,-89.0681,-72.048,-52.4442,-4.0777,-2.6346,-7.1699,-4.1177,-7.6704,-2.8541,-4.3106,-30.0294,64.4348,-6.423,-1.0151,-2.6931,-7.0972,-2.7624,-6.0006,-1.851,-5.4375,-4.3738,-2.4553,-3.569,-8.6502,-3.2311,-2.6523,-2.7968,-3.7836,-0.081871,0.28418,-5.1037,-5.9732,-2.0509,-3.9494,-7.4698,-4.4907,0.18573,-1.0771,-0.51231,-2.845,-4.854,-0.38101,-2.4006,-4.2324
