time/other,Port1,Port2,Port3,Port4,Port5,Port6,Port7,Port8,Port9,Port10,Port11,Port12,Port13,Port14,Port15,Port16,Port17,Port18,Port19,Port20,Port21,Port22,Port23,Port24,Port25,Port26,Port27,Port28,Port29,Port30,Port31,Port32,Port33,Port34,Port35,Port36,Port37,Port38,Port39,Port40,Port41,Port42,Port43,Port44,Port45,Port46,Port47,Port48,Port49,Port50,Port51,Port52,Port53,Port54,Port55,Port56,Port57,Port58,Port59,Port60,Port61,Port62,Port63,Port64
0.002,-38.3496,-141.5322,-38.592,-37.6489,-48.7987,-67.7671,-104.4494,-121.3417,-153.5533,-170.6819,-153.4694,-151.9289,7.0534,-3.9476,-18.3353,-35.3035,-0.2466,-53.6754,-60.8222,-52.6347,-54.4128,-47.173,-44.7926,-4.8351,-2.4084,-8.9169,-4.0137,-7.3047,-1.9859,-2.5192,-25.9492,70.8764,-7.3749,-0.37572,-1.3761,-6.3043,-2.1812,-6.0462,-2.4039,-5.807,-4.3064,-3.9744,-3.5098,-8.6324,-3.4748,-2.7487,-3.6396,-3.9776,-0.31209,0.42575,-3.9601,-4.5791,-3.0962,-4.6659,-5.1667,-3.5554,-0.7463,-1.9137,-0.28572,-1.9284,-5.3463,-0.5503,-2.2805,-2.7584
0.004,-35.4184,-141.5338,-39.4742,-36.6487,-39.6552,-71.4325,-111.4313,-119.88,-149.9591,-159.5304,-151.0113,-151.5039,8.7457,-3.074,-18.836,-37.6972,-1.2091,-51.7777,-60.6006,-51.4066,-53.2822,-46.2078,-44.9176,-4.8831,-3.5951,-9.5198,-3.7018,-7.0354,-2.6971,-2.5733,-25.7292,69.3902,-7.0119,0.3298,-1.4989,-6.3617,-2.9741,-5.1758,-2.4578,-6.7014,-3.4478,-2.0976,-4.1588,-9.1651,-3.3818,-2.7186,-4.0039,-4.6795,-0.96606,0.37274,-3.9036,-5.2959,-3.3116,-4.4117,-6.8996,-3.389,-1.2624,-1.5653,0.68106,-2.6735,-5.5222,-1.2322,-2.1216,-3.2289
0.006,-35.4371,-141.3149,-43.6886,-36.2647,-39.3631,-76.5013,-103.0109,-134.4771,-147.6053,-154.1838,-149.3852,-151.688,6.69,-5.6862,-20.7087,-41.0388,-0.8963,-53.8796,-63.9309,-52.5676,-56.1087,-48.5873,-47.1602,-5.6058,-3.9238,-8.7622,-3.9547,-7.7948,-2.2062,-3.1629,-27.0332,68.1438,-7.6294,-0.23779,-1.865,-6.3704,-3.1031,-5.2009,-1.6805,-6.4322,-4.742,-2.3227,-4.2985,-9.4758,-3.6805,-2.6939,-3.5808,-3.3282,-0.95616,0.67274,-4.5214,-5.6048,-2.945,-3.8927,-6.9481,-3.0199,-1.4997,-1.277,-0.10526,-2.5898,-6.0841,-1.3649,-1.8269,-3.5141
0.008,-36.526,-141.2183,-41.9021,-42.156,-52.6686,-71.7317,-102.4329,-129.1546,-146.7188,-150.6816,-145.7331,-147.5826,3.8966,-5.3316,-21.006,-39.4317,-0.81565,-55.7463,-62.512,-53.6573,-59.4072,-49.3793,-47.1868,-5.1438,-3.5631,-8.0049,-3.8129,-7.2982,-2.0739,-3.452,-27.1048,68.2383,-8.591,-0.14322,-1.7858,-6.7093,-2.7241,-4.419,-1.5881,-6.4235,-5.0381,-3.7251,-3.8967,-8.2396,-3.3786,-2.8203,-2.5624,-3.1952,-0.19319,0.046233,-4.7914,-5.7519,-2.4493,-4.1246,-6.3005,-3.1783,-0.99039,-1.3422,0.048442,-2.8754,-5.6664,-1.5548,-1.746,-3.7326
0.01,-36.7862,-141.803,-37.0146,-43.7677,-54.55,-69.2937,-106.6752,-121.5334,-147.6053,-148.0937,-140.2776,-140.4283,4.52,-2.2693,-17.9401,-35.4947,-1.347,-54.1516,-57.0204,-52.4875,-59.2023,-47.3663,-44.0542,-4.6892,-3.5268,-8.4552,-4.0884,-7.1861,-2.8964,-3.5369,-27.0561,67.0019,-8.4074,-0.41178,-1.6408,-6.2644,-3.5624,-4.5806,-1.7353,-6.2047,-4.9473,-4.1486,-4.3324,-8.5288,-3.4978,-2.455,-2.6024,-4.1948,-0.00034675,0.27781,-4.8126,-5.5284,-2.9725,-4.4484,-6.8161,-3.6959,-0.93013,-2.2257,0.11671,-3.318,-5.5137,-1.2823,-1.5829,-3.7007
0.012,-32.0611,-141.6161,-41.4127,-43.0437,-46.5708,-68.3024,-97.2226,-120.1169,-150.6016,-148.9508,-138.4397,-138.3828,7.8409,-1.4019,-15.5691,-34.7985,-1.2272,-52.571,-55.7551,-50.497,-55.8626,-45.6969,-41.6844,-5.1089,-3.0039,-8.7242,-4.5698,-6.8296,-3.4287,-3.6676,-27.5877,66.0213,-7.5643,-0.67875,-2.7683,-6.113,-3.6325,-6.1367,-0.69647,-6.9146,-3.6393,-4.7222,-5.1005,-8.6862,-3.9553,-2.0696,-3.0559,-3.999,0.78701,0.93781,-5.2322,-6.0128,-3.0994,-4.2797,-6.4063,-3.0797,-1.395,-1.7692,0.52141,-2.7286,-5.6129,-1.0769,-1.6412,-3.7539
0.014,-29.6751,-141.1927,-48.9981,-41.127,-42.8915,-72.5778,-88.6443,-122.1046,-156.3199,-154.434,-145.275,-142.9969,6.9515,-5.8153,-18.373,-36.8901,-0.52323,-56.2602,-59.1637,-52.1143,-56.8977,-48.6297,-42.8832,-5.1635,-2.3792,-8.4932,-3.7446,-6.5703,-3.4433,-4.0536,-27.3604,66.8129,-6.7545,0.35625,-2.918,-6.2708,-2.8244,-5.7637,-1.2605,-6.3317,-3.118,-4.8548,-4.774,-8.04,-4.4596,-2.7155,-2.6925,-3.855,0.53548,1.0466,-5.0914,-6.7012,-2.743,-4.6348,-6.1278,-3.0022,-1.3746,-0.52762,0.24447,-2.7609,-5.4518,-1.0331,-2.4514,-4.0909
0.016,-34.6916,-141.4308,-44.2254,-37.8006,-45.9238,-67.0859,-92.391,-120.7223,-159.3552,-152.0248,-146.9485,-143.6416,4.0615,-7.1132,-17.5403,-33.3842,-0.86314,-57.7369,-57.5366,-52.5859,-59.5092,-49.9247,-41.7943,-5.0443,-2.9292,-8.7586,-3.0496,-7.5275,-3.476,-4.3969,-25.9655,67.7288,-6.4451,0.025171,-2.4339,-6.1536,-2.0657,-5.0562,-2.0845,-5.434,-4.7188,-3.8911,-3.6198,-9.1668,-4.4254,-3.1641,-3.0677,-4.4741,-0.67871,0.65034,-4.6571,-6.8372,-2.6835,-4.8299,-7.1757,-4.4202,-0.83294,-1.194,-0.15057,-3.5684,-4.6353,-0.82631,-3.0352,-3.9661
0.018,-33.2295,-141.4044,-37.5895,-43.7486,-44.7703,-57.7857,-96.2371,-120.914,-153.1498,-143.5716,-145.4708,-147.2121,7.4046,-4.1018,-14.818,-31.1635,-1.4081,-55.7124,-55.6022,-51.2462,-56.1059,-48.2999,-40.1126,-5.0937,-3.2351,-8.9671,-3.6498,-7.7133,-2.9567,-3.9665,-25.806,66.6638,-7.1666,-1.2993,-3.2476,-6.1719,-2.5227,-5.5609,-1.7691,-5.7703,-4.9367,-2.8297,-3.8381,-9.0939,-3.9696,-2.0057,-3.2236,-4.593,0.26872,-0.21473,-5.4333,-6.5353,-2.667,-3.7679,-7.5795,-4.4299,-0.34325,-1.8062,-0.3919,-3.4487,-4.4862,-1.1644,-3.0492,-3.7312
0.02,-31.2541,-141.3141,-41.8617,-47.8285,-42.0629,-67.3602,-100.8923,-131.8661,-151.7158,-143.636,-154.8063,-156.457,7.7459,-6.6662,-18.2082,-34.7254,-1.9394,-58.3296,-59.2652,-53.2878,-56.0262,-51.3764,-43.7697,-4.9731,-3.3219,-8.7657,-4.008,-7.4225,-2.3139,-3.7968,-26.7858,66.2826,-7.5874,-1.5526,-3.7048,-6.6479,-3.4597,-4.7751,-2.1729,-6.16,-5.3309,-2.7163,-4.6045,-8.7335,-3.5621,-2.2207,-2.7371,-4.3803,0.51872,0.4313,-5.7678,-6.3203,-2.7986,-4.3693,-7.432,-3.7936,-0.81486,-1.7395,-0.63247,-3.6931,-5.0376,-1.6678,-3.32,-3.4297
0.022,-30.1067,-141.5434,-45.4505,-46.2655,-45.4546,-64.513,-109.5915,-135.4184,-150.0867,-154.5238,-163.8872,-163.2067,4.2232,-9.5742,-20.3343,-35.7016,-1.3779,-61.8027,-61.1131,-55.4758,-59.2639,-54.6542,-45.7121,-4.533,-3.1747,-8.8496,-4.2415,-7.204,-2.4724,-3.8914,-26.749,67.3185,-7.0705,-1.6889,-3.2579,-6.2294,-3.2933,-3.9323,-2.3428,-6.6767,-4.9572,-3.2049,-5.0584,-9.8909,-2.8004,-3.0848,-2.9886,-3.8786,0.50042,0.25408,-5.2865,-5.5888,-2.6012,-4.6995,-6.7445,-4.3112,-0.32969,-2.1435,-0.64952,-2.9627,-4.4602,-1.7976,-3.3882,-3.8142
