time/other,Port1,Port2,Port3,Port4,Port5,Port6,Port7,Port8,Port9,Port10,Port11,Port12,Port13,Port14,Port15,Port16,Port17,Port18,Port19,Port20,Port21,Port22,Port23,Port24,Port25,Port26,Port27,Port28,Port29,Port30,Port31,Port32,Port33,Port34,Port35,Port36,Port37,Port38,Port39,Port40,Port41,Port42,Port43,Port44,Port45,Port46,Port47,Port48,Port49,Port50,Port51,Port52,Port53,Port54,Port55,Port56,Port57,Port58,Port59,Port60,Port61,Port62,Port63,Port64
0.002,-89.2938,-171.0362,-91.7114,-93.7441,-92.279,-85.2168,-92.6955,-92.6413,-90.5614,-87.1295,-87.6317,-90.6066,29.818,16.3163,1.8627,-13.3721,-20.9617,-43.1454,-58.948,-56.2364,-62.4873,-69.5046,-71.618,-5.283,-3.0203,-8.5937,-4.2179,-7.1294,-2.158,-3.6151,-30.3758,65.6697,-7.1893,-1.3223,-2.1062,-6.2814,-3.1024,-4.7365,-2.3978,-6.1902,-5.4533,-3.9404,-3.9769,-9.1367,-3.9615,-2.4908,-2.7443,-4.3506,0.044589,-0.62127,-4.694,-5.1269,-2.5984,-4.9329,-6.8592,-3.1702,-0.86738,-1.15,-0.97454,-2.9959,-5.4237,-1.3103,-2.8454,-3.3835
0.004,-88.7316,-170.9532,-93.9366,-90.5256,-90.0493,-90.6025,-92.4717,-89.8126,-92.6286,-87.7593,-88.7604,-89.8386,28.4749,15.8616,1.8142,-11.9016,-20.9813,-43.872,-58.3559,-57.0918,-64.5189,-69.8264,-72.3841,-4.6978,-2.9727,-8.8714,-4.0492,-6.8709,-2.435,-3.4274,-29.5056,65.6106,-7.242,-1.1043,-2.8358,-6.7469,-3.2441,-4.852,-2.5226,-6.7499,-6.0075,-3.497,-4.8142,-9.6775,-4.2784,-1.8689,-2.9284,-4.4223,0.31892,0.70603,-5.3467,-5.2823,-1.813,-4.7745,-6.2952,-3.3107,-0.96529,-1.8444,-0.41635,-3.316,-4.305,-1.0992,-2.1331,-4.0858
0.006,-87.4701,-170.692,-90.7282,-87.0406,-86.7615,-92.2275,-87.9765,-87.5947,-90.4849,-88.3755,-87.4278,-88.019,28.9924,17.559,3.6098,-10.9054,-20.7641,-43.2604,-56.9808,-57.3038,-63.7036,-68.3733,-71.2863,-4.6187,-2.8667,-8.0102,-4.188,-7.3895,-2.2394,-3.5467,-29.0206,66.348,-7.5326,-1.505,-2.5561,-6.1698,-2.5373,-4.8738,-2.027,-5.7966,-5.5713,-4.1347,-5.3845,-9.6726,-3.2429,-1.728,-2.76,-3.4443,0.6923,0.50589,-5.2946,-5.3836,-2.3917,-4.3444,-7.3639,-3.8364,-0.72578,-2.2157,-0.16839,-2.891,-4.6784,-0.56992,-1.7358,-4.0376
0.008,-89.6489,-170.292,-87.1714,-86.5554,-88.0185,-89.5258,-86.7497,-86.9286,-89.729,-88.1444,-85.1212,-87.0519,30.6812,18.8119,4.4183,-9.9138,-20.4829,-42.7224,-56.1105,-56.023,-62.8766,-67.5128,-70.3018,-5.1821,-2.6306,-7.7665,-4.1653,-7.3423,-2.2038,-3.7795,-29.5322,66.7958,-8.2171,-2.2601,-2.4128,-5.9929,-2.523,-4.3079,-2.0873,-5.8117,-4.7293,-2.6251,-4.8109,-8.4426,-3.582,-2.6033,-3.1101,-3.6024,-0.58866,-0.45812,-5.1457,-6.314,-3.2726,-4.4739,-7.6779,-3.4617,-1.381,-2.0415,-0.39925,-3.5457,-5.6867,-0.64757,-2.4249,-3.3501
0.01,-92.4711,-170.1506,-89.3167,-90.22,-88.1289,-87.6297,-86.7636,-87.5705,-88.7153,-85.604,-83.4798,-86.9294,32.7242,19.0882,3.5405,-11.2663,-19.3264,-42.1978,-56.1046,-54.7618,-62.8115,-66.9036,-70.2631,-4.9265,-2.7949,-8.1371,-2.958,-7.2731,-2.4117,-3.8861,-29.0849,68.2192,-7.3707,-1.6405,-2.4112,-6.2942,-2.1019,-3.8024,-3.0769,-6.5399,-2.6844,-1.8591,-4.5009,-8.1295,-3.6614,-2.6581,-3.2401,-3.6688,-0.049906,0.07274,-5.0438,-5.795,-2.5342,-4.1342,-7.1758,-3.5877,-0.57665,-1.8629,-0.54776,-3.6477,-5.3857,-1.3448,-2.7231,-3.265
0.012,-97.6761,-170.4277,-96.017,-92.7705,-88.3618,-89.7047,-90.334,-88.2685,-88.7819,-87.7259,-87.063,-89.5265,29.9391,15.1807,0.14563,-15.1319,-18.292,-45.5321,-59.9279,-57.5202,-64.9118,-70.7049,-72.8451,-5.2583,-3.2572,-8.2633,-2.684,-7.2152,-2.4466,-3.6339,-28.8606,68.0241,-6.7787,-1.162,-2.1989,-6.4225,-2.3383,-4.936,-3.442,-6.3403,-3.3432,-3.5212,-3.8264,-8.9511,-3.2373,-2.6373,-2.8924,-3.2441,0.36082,0.49819,-5.0856,-5.129,-2.2092,-4.3668,-6.8854,-3.3309,0.58094,-1.7933,-0.96118,-2.6128,-5.5003,-0.91929,-2.5297,-3.5019
0.014,-98.9267,-170.4109,-93.8551,-87.7086,-88.3233,-87.56,-86.8261,-81.9763,-88.208,-88.0658,-86.227,-87.1838,27.3503,15.4977,2.154,-11.3552,-18.5053,-45.1357,-57.8608,-57.2871,-65.9724,-70.2215,-71.6697,-5.307,-3.7387,-9.3936,-3.6513,-6.9374,-1.9137,-4.016,-29.6872,67.3097,-7.2522,-0.64901,-2.8619,-6.2591,-3.1804,-6.721,-2.5386,-6.496,-3.8388,-3.9221,-4.048,-9.0729,-4.1283,-3.5027,-2.5924,-3.4509,-0.60162,0.54637,-5.1516,-5.3094,-2.4356,-4.8257,-6.1026,-3.3011,-0.26635,-1.4213,-0.86101,-2.2136,-5.9011,-0.51984,-2.3687,-3.4935
0.016,-93.9997,-170.3359,-91.0804,-87.9113,-85.0329,-84.1334,-82.9055,-82.129,-83.4191,-84.5247,-85.1411,-86.3739,31.1159,18.4926,4.1986,-10.5177,-18.9155,-42.0932,-56.2545,-56.1155,-62.8317,-66.788,-70.4174,-5.1501,-3.9158,-9.1386,-3.4193,-6.9531,-1.676,-4.1925,-29.5159,67.8566,-7.3129,-0.42298,-2.9522,-6.8999,-2.2747,-5.2032,-2.1991,-5.862,-3.4735,-3.4495,-4.7059,-9.4713,-4.1561,-2.6697,-2.3943,-3.6844,-0.5879,0.32312,-4.6081,-5.4606,-1.9837,-3.6184,-6.389,-4.0955,-0.93216,-1.17,-1.2596,-2.7288,-5.1474,0.086404,-2.1465,-3.8148
0.018,-94.3517,-170.6473,-92.0866,-92.3092,-87.0804,-85.9798,-85.6848,-86.275,-84.0914,-85.4293,-87.2378,-88.572,30.9265,15.6878,1.7625,-13.6449,-19.0188,-44.2102,-58.8623,-57.9377,-63.663,-69.6282,-72.2226,-4.7385,-3.6598,-8.0396,-2.8291,-6.9152,-1.8737,-3.3838,-30.2688,67.8343,-7.0324,-0.77486,-2.2393,-6.5365,-2.7554,-4.516,-2.4235,-4.65,-4.9446,-2.2816,-4.3645,-8.7987,-3.6106,-2.6635,-2.5211,-3.2759,0.28386,-0.3339,-4.2172,-5.2338,-1.8662,-3.7767,-6.9474,-3.9752,-0.89674,-1.8763,-1.0726,-3.2051,-4.8345,-0.85718,-2.4243,-3.6836
0.02,-93.1634,-170.7615,-88.2868,-89.9694,-87.2543,-85.6536,-85.2314,-84.9826,-86.8599,-86.3663,-86.2033,-87.5812,28.6336,15.9069,2.5656,-12.7784,-19.6732,-43.7555,-56.1769,-56.8528,-65.0529,-69.5844,-71.8743,-4.525,-3.743,-8.5701,-2.4611,-7.2344,-1.8817,-3.8636,-30.9117,68.1247,-6.9558,-0.96401,-2.3549,-6.1921,-3.0984,-5.5843,-1.698,-5.8923,-5.0039,-2.5826,-4.0702,-8.5005,-3.9441,-3.7601,-2.8744,-3.6888,0.3052,-0.60319,-4.2986,-5.4647,-1.8145,-4.1957,-7.6867,-4.5024,-0.29122,-2.6129,-0.35399,-2.8705,-5.3991,-1.323,-2.446,-3.1231
