time/other,Port1,Port2,Port3,Port4,Port5,Port6,Port7,Port8,Port9,Port10,Port11,Port12,Port13,Port14,Port15,Port16,Port17,Port18,Port19,Port20,Port21,Port22,Port23,Port24,Port25,Port26,Port27,Port28,Port29,Port30,Port31,Port32,Port33,Port34,Port35,Port36,Port37,Port38,Port39,Port40,Port41,Port42,Port43,Port44,Port45,Port46,Port47,Port48,Port49,Port50,Port51,Port52,Port53,Port54,Port55,Port56,Port57,Port58,Port59,Port60,Port61,Port62,Port63,Port64
0.002,-14.7215,-145.5761,-4.1744,-2.2508,0.48927,1.7839,1.6726,3.4961,4.2073,8.1478,11.5265,9.8252,-26.4057,-27.1315,-27.0287,-29.8222,-41.0412,-29.4427,-31.586,-24.3953,-26.9411,-27.7715,-29.6919,-4.0726,-3.1995,-8.6461,-3.6947,-6.8571,-2.1551,-4.2448,-11.2263,18.0539,-6.5273,-1.175,-2.4669,-6.6582,-3.1676,-5.371,-3.2055,-5.7587,-4.3797,-2.8064,-4.9445,-8.7337,-3.5024,-2.5144,-3.3009,-3.6649,0.94639,-0.44301,-5.3551,-5.4106,-2.4523,-5.3483,-6.7715,-3.9182,-0.88107,-1.3405,-0.31577,-2.4121,-3.9003,-0.10318,-2.4714,-3.1773
0.004,-16.0165,-145.5912,-2.6577,-1.5392,-0.22487,1.8286,2.2243,4.8368,3.028,7.3794,11.2803,11.3347,-28.3992,-27.8067,-27.8112,-27.9922,-42.2451,-29.8189,-31.1575,-25.2937,-29.9492,-29.1373,-30.0887,-3.8433,-2.6912,-8.7155,-3.7843,-6.8906,-3.0257,-4.4346,-11.1267,17.1044,-6.5577,-0.55176,-1.5651,-6.0392,-3.1151,-5.3096,-3.0567,-6.774,-3.9915,-3.3113,-5.3336,-8.9315,-3.9254,-3.2085,-2.9119,-4.4513,0.92734,-0.046336,-5.3023,-5.6229,-2.846,-4.4741,-6.4041,-4.9325,-0.60632,-2.2678,-1.2684,-3.6688,-4.3465,-1.4321,-2.0849,-3.5177
0.006,-14.5425,-146.047,-1.4101,0.15632,1.503,3.3986,4.4661,7.5484,4.347,9.1646,13.0874,13.5962,-27.0297,-25.058,-26.4054,-27.087,-42.2956,-27.6743,-29.4473,-24.8467,-29.5718,-28.2516,-28.7742,-3.7417,-2.4538,-9.105,-3.4428,-7.2846,-2.8433,-4.2763,-11.7256,15.9076,-6.4587,-0.81452,-1.277,-5.7341,-2.6711,-5.7068,-2.4834,-6.8154,-3.7782,-4.3228,-4.9371,-8.8984,-4.1039,-3.6321,-2.7764,-4.0806,0.43611,0.35384,-5.1294,-5.2075,-3.1176,-4.8832,-7.0068,-4.7687,-0.53332,-1.896,-1.1816,-3.3563,-5.0906,-2.5628,-2.3168,-3.5709
0.008,-12.2178,-146.1548,-0.34305,1.617,3.5972,5.0023,6.5219,8.7979,6.7304,10.5402,15.2674,14.854,-24.3121,-23.3413,-23.6524,-26.207,-41.6861,-26.0266,-27.7751,-23.3555,-27.7225,-27.5834,-27.149,-4.8106,-2.8583,-8.634,-3.9494,-6.7786,-2.4175,-4.5592,-12.1563,15.7725,-6.5468,-0.96992,-2.5041,-5.805,-1.7102,-5.5817,-1.9688,-5.8911,-4.1556,-3.8421,-4.6537,-9.2642,-3.3039,-2.8934,-2.5542,-3.8665,0.20457,0.048493,-5.0223,-4.9488,-2.976,-4.9272,-7.35,-3.9457,-1.2484,-1.8745,-0.8062,-3.3005,-5.5587,-1.3849,-2.4524,-3.4354
0.01,-11.3827,-146.1308,1.0763,1.6354,4.8064,5.4356,7.1461,8.3886,8.3056,11.7579,16.1586,15.1009,-22.8808,-22.7459,-23.3384,-25.7945,-41.3381,-25.1475,-26.4189,-22.2365,-26.0252,-27.9537,-25.5935,-5.1959,-2.576,-8.0371,-3.7709,-6.3496,-2.2983,-4.1262,-12.3421,16.293,-6.7672,0.089178,-2.7028,-6.1005,-1.6354,-5.0433,-1.8619,-5.5415,-4.1028,-3.7987,-4.3076,-9.3577,-3.8857,-2.6646,-2.6575,-3.9728,0.22666,0.11538,-4.5231,-5.1887,-2.6707,-5.2485,-6.9392,-3.3776,-1.3304,-1.5842,-0.93154,-3.7048,-6.0323,-0.53276,-2.801,-3.9934
0.012,-10.7469,-145.9696,0.18976,0.87909,4.8899,5.3542,7.2555,8.0465,8.0679,12.2802,15.6156,14.8659,-23.3879,-22.8226,-23.5054,-26.3099,-41.1203,-25.3272,-25.8548,-21.8025,-24.6357,-26.3274,-25.9824,-4.9999,-2.3791,-9.0828,-3.3696,-6.9099,-2.1929,-3.8778,-11.8082,15.5384,-6.6913,0.37916,-2.9609,-7.2031,-1.6108,-5.5243,-1.8322,-5.397,-4.8817,-3.7437,-4.9172,-9.193,-3.5857,-2.8209,-2.7021,-3.5807,0.43458,0.48277,-4.8149,-5.8746,-2.0954,-5.0247,-7.7037,-3.773,-0.8231,-1.4271,-0.94341,-3.2843,-4.9888,-0.35995,-3.2213,-3.8042
0.014,-11.3018,-145.695,-0.63832,-0.5345,4.2587,4.9341,5.8377,6.9436,7.0618,11.4245,14.0025,13.9777,-24.7727,-24.9477,-24.4518,-27.6488,-41.7185,-26.5552,-26.1305,-21.9969,-23.8622,-25.9907,-27.7309,-5.5434,-2.4403,-9.4938,-3.9281,-7.3117,-2.4763,-4.262,-11.66,15.3887,-6.9398,-0.54293,-2.2444,-6.5475,-2.1032,-6.0514,-1.9736,-5.6549,-5.292,-2.5973,-4.6396,-8.6716,-3.4746,-3.1152,-2.2199,-3.5113,0.53435,0.80075,-5.3778,-5.9356,-2.1416,-4.5029,-7.3264,-3.8295,-0.70569,-1.4768,-0.43151,-3.5389,-4.454,-0.78034,-2.4117,-3.5673
0.016,-12.9276,-146.2186,-1.8312,-1.6901,3.0631,3.9463,3.9282,4.8438,5.5114,9.8314,12.2,12.8632,-26.0704,-27.3145,-25.9484,-29.2737,-42.6564,-29.0886,-27.8153,-22.586,-24.888,-28.3607,-28.7806,-5.2045,-2.3877,-9.4931,-4.3044,-7.2838,-3.1027,-4.2598,-11.5664,16.5532,-7.1999,-1.4883,-1.7076,-5.813,-2.7245,-5.5792,-2.1489,-6.37,-5.475,-3.5763,-3.3914,-9.5208,-3.3135,-2.9119,-2.7271,-3.7875,-0.24249,0.33781,-5.4174,-5.8184,-1.859,-4.9936,-6.5711,-3.5761,-1.0406,-0.76568,-0.23712,-3.2579,-4.8236,-1.3884,-2.1762,-4.1048
0.018,-14.3744,-146.1939,-3.4264,-2.5359,1.0678,2.2994,2.8096,3.6886,4.1405,8.5907,10.9696,11.5073,-27.3627,-27.9695,-27.2787,-29.6304,-42.6858,-31.3097,-29.9146,-23.6548,-27.0871,-30.8692,-30.3564,-4.9564,-2.7246,-8.8129,-3.7161,-6.8599,-3.3439,-3.6609,-11.0899,16.4396,-7.2706,-2.1652,-2.4028,-7.0295,-2.0379,-4.9077,-1.7469,-6.0811,-5.7693,-4.6985,-3.5442,-10.1398,-3.1151,-2.3564,-2.6488,-3.6487,-0.34759,-0.27503,-5.4365,-4.8426,-1.8026,-5.2133,-6.4979,-3.7577,-1.3974,-0.96568,-0.56579,-2.0607,-4.7576,-1.1013,-2.2739,-3.4425
0.02,-15.1029,-145.7589,-3.6219,-2.1757,-0.01274,1.316,3.4213,5.0815,3.602,8.0247,11.0908,11.7289,-27.1901,-27.2652,-27.8312,-29.3303,-42.7129,-31.0101,-30.3743,-24.0079,-27.938,-30.7472,-30.9762,-5.2546,-2.9294,-8.1217,-3.0913,-6.9648,-3.2342,-3.7465,-11.3901,16.3383,-6.7686,-1.7478,-2.3862,-6.9203,-1.1311,-5.4477,-1.8683,-5.7204,-5.4239,-4.6902,-4.472,-10.168,-3.6079,-2.0175,-2.2434,-3.8532,0.88165,0.12164,-4.9475,-5.0562,-2.3732,-5.3164,-6.3087,-4.4419,-1.4546,-1.519,-0.84622,-2.4099,-4.4547,-1.4095,-2.5775,-3.1958
